
NOTICE: Existing SQLite export found: report_nsys_v2.sqlite
        It is assumed file was previously exported from: report_nsys_v2.nsys-rep
        Consider using --force-export=true if needed.

Processing [report_nsys_v2.sqlite] with [/usr/local/cuda-13.1/nsight-systems-2025.5.2/host-linux-x64/reports/nvtx_pushpop_trace.py]... 
Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
6664774006,6664856007,82001,0,82001,:VecNorm,189126,189126,1,0,123555,121058,:121058:123555,--:VecNorm
6664856757,6664901568,44811,0,44811,:VecTDot,189126,189126,1,0,123556,121058,:121058:123556,--:VecTDot
6664902088,6664925798,23710,0,23710,:VecAYPX,189126,189126,1,0,123557,121058,:121058:123557,--:VecAYPX
6664926268,6664940279,14011,0,14011,:MatMult,189126,189126,1,0,123558,121058,:121058:123558,--:MatMult
6664940699,6665134982,194283,0,194283,:VecTDot,189126,189126,1,0,123559,121058,:121058:123559,--:VecTDot
6665135472,6665140732,5260,0,5260,:VecAXPY,189126,189126,1,0,123560,121058,:121058:123560,--:VecAXPY
6665141132,6665145952,4820,0,4820,:VecAXPY,189126,189126,1,0,123561,121058,:121058:123561,--:VecAXPY
6665146442,6665156632,10190,9320,870,:PCApply,189126,189126,1,1,123562,121058,:121058:123562,--:PCApply
6665147032,6665156352,9320,8340,980,:VecPointwiseMult,189126,189126,2,1,123563,123562,:121058:123562:123563,----:VecPointwiseMult
6665147722,6665156062,8340,0,8340,CCCL:thrust::transform,189126,189126,3,0,123564,123563,:121058:123562:123563:123564,------CCCL:thrust::transform
6665157082,6665238573,81491,0,81491,:VecNorm,189126,189126,1,0,123565,121058,:121058:123565,--:VecNorm
6665239203,6665286344,47141,0,47141,:VecTDot,189126,189126,1,0,123566,121058,:121058:123566,--:VecTDot
6665286764,6665296834,10070,0,10070,:VecAYPX,189126,189126,1,0,123567,121058,:121058:123567,--:VecAYPX
6665297134,6665308174,11040,0,11040,:MatMult,189126,189126,1,0,123568,121058,:121058:123568,--:MatMult
6665308584,6665509507,200923,0,200923,:VecTDot,189126,189126,1,0,123569,121058,:121058:123569,--:VecTDot
6665509997,6665516287,6290,0,6290,:VecAXPY,189126,189126,1,0,123570,121058,:121058:123570,--:VecAXPY
6665516567,6665522447,5880,0,5880,:VecAXPY,189126,189126,1,0,123571,121058,:121058:123571,--:VecAXPY
6665522977,6665532518,9541,9031,510,:PCApply,189126,189126,1,1,123572,121058,:121058:123572,--:PCApply
6665523317,6665532348,9031,8051,980,:VecPointwiseMult,189126,189126,2,1,123573,123572,:121058:123572:123573,----:VecPointwiseMult
6665523967,6665532018,8051,0,8051,CCCL:thrust::transform,189126,189126,3,0,123574,123573,:121058:123572:123573:123574,------CCCL:thrust::transform
6665532858,6665624099,91241,0,91241,:VecNorm,189126,189126,1,0,123575,121058,:121058:123575,--:VecNorm
6665624829,6665669170,44341,0,44341,:VecTDot,189126,189126,1,0,123576,121058,:121058:123576,--:VecTDot
6665669720,6665680060,10340,0,10340,:VecAYPX,189126,189126,1,0,123577,121058,:121058:123577,--:VecAYPX
6665680510,6665691300,10790,0,10790,:MatMult,189126,189126,1,0,123578,121058,:121058:123578,--:MatMult
6665691570,6665896383,204813,0,204813,:VecTDot,189126,189126,1,0,123579,121058,:121058:123579,--:VecTDot
6665896943,6665903363,6420,0,6420,:VecAXPY,189126,189126,1,0,123580,121058,:121058:123580,--:VecAXPY
6665903763,6665908623,4860,0,4860,:VecAXPY,189126,189126,1,0,123581,121058,:121058:123581,--:VecAXPY
6665909103,6665918433,9330,8730,600,:PCApply,189126,189126,1,1,123582,121058,:121058:123582,--:PCApply
6665909533,6665918263,8730,7740,990,:VecPointwiseMult,189126,189126,2,1,123583,123582,:121058:123582:123583,----:VecPointwiseMult
6665910203,6665917943,7740,0,7740,CCCL:thrust::transform,189126,189126,3,0,123584,123583,:121058:123582:123583:123584,------CCCL:thrust::transform
6665918793,6666001355,82562,0,82562,:VecNorm,189126,189126,1,0,123585,121058,:121058:123585,--:VecNorm
6666002065,6666045935,43870,0,43870,:VecTDot,189126,189126,1,0,123586,121058,:121058:123586,--:VecTDot
6666046455,6666059836,13381,0,13381,:VecAYPX,189126,189126,1,0,123587,121058,:121058:123587,--:VecAYPX
6666060326,6666070996,10670,0,10670,:MatMult,189126,189126,1,0,123588,121058,:121058:123588,--:MatMult
6666071476,6666274439,202963,0,202963,:VecTDot,189126,189126,1,0,123589,121058,:121058:123589,--:VecTDot
6666275059,6666281509,6450,0,6450,:VecAXPY,189126,189126,1,0,123590,121058,:121058:123590,--:VecAXPY
6666281889,6666286709,4820,0,4820,:VecAXPY,189126,189126,1,0,123591,121058,:121058:123591,--:VecAXPY
6666287239,6666297059,9820,9030,790,:PCApply,189126,189126,1,1,123592,121058,:121058:123592,--:PCApply
6666287849,6666296879,9030,8010,1020,:VecPointwiseMult,189126,189126,2,1,123593,123592,:121058:123592:123593,----:VecPointwiseMult
6666288529,6666296539,8010,0,8010,CCCL:thrust::transform,189126,189126,3,0,123594,123593,:121058:123592:123593:123594,------CCCL:thrust::transform
6666297679,6666380470,82791,0,82791,:VecNorm,189126,189126,1,0,123595,121058,:121058:123595,--:VecNorm
6666381100,6666429881,48781,0,48781,:VecTDot,189126,189126,1,0,123596,121058,:121058:123596,--:VecTDot
6666430551,6666441551,11000,0,11000,:VecAYPX,189126,189126,1,0,123597,121058,:121058:123597,--:VecAYPX
6666442041,6666452811,10770,0,10770,:MatMult,189126,189126,1,0,123598,121058,:121058:123598,--:MatMult
6666453251,6666655944,202693,0,202693,:VecTDot,189126,189126,1,0,123599,121058,:121058:123599,--:VecTDot
6666656324,6666661675,5351,0,5351,:VecAXPY,189126,189126,1,0,123600,121058,:121058:123600,--:VecAXPY
6666662025,6666666995,4970,0,4970,:VecAXPY,189126,189126,1,0,123601,121058,:121058:123601,--:VecAXPY
6666667525,6666680455,12930,12200,730,:PCApply,189126,189126,1,1,123602,121058,:121058:123602,--:PCApply
6666667945,6666680145,12200,11130,1070,:VecPointwiseMult,189126,189126,2,1,123603,123602,:121058:123602:123603,----:VecPointwiseMult
6666668585,6666679715,11130,0,11130,CCCL:thrust::transform,189126,189126,3,0,123604,123603,:121058:123602:123603:123604,------CCCL:thrust::transform
6666680865,6666767806,86941,0,86941,:VecNorm,189126,189126,1,0,123605,121058,:121058:123605,--:VecNorm
6666768496,6666813067,44571,0,44571,:VecTDot,189126,189126,1,0,123606,121058,:121058:123606,--:VecTDot
6666813607,6666823297,9690,0,9690,:VecAYPX,189126,189126,1,0,123607,121058,:121058:123607,--:VecAYPX
6666823717,6666834667,10950,0,10950,:MatMult,189126,189126,1,0,123608,121058,:121058:123608,--:MatMult
6666835077,6667039810,204733,0,204733,:VecTDot,189126,189126,1,0,123609,121058,:121058:123609,--:VecTDot
6667040350,6667046050,5700,0,5700,:VecAXPY,189126,189126,1,0,123610,121058,:121058:123610,--:VecAXPY
6667046400,6667051350,4950,0,4950,:VecAXPY,189126,189126,1,0,123611,121058,:121058:123611,--:VecAXPY
6667051710,6667061091,9381,8771,610,:PCApply,189126,189126,1,1,123612,121058,:121058:123612,--:PCApply
6667052120,6667060891,8771,7841,930,:VecPointwiseMult,189126,189126,2,1,123613,123612,:121058:123612:123613,----:VecPointwiseMult
6667052730,6667060571,7841,0,7841,CCCL:thrust::transform,189126,189126,3,0,123614,123613,:121058:123612:123613:123614,------CCCL:thrust::transform
6667061451,6667144502,83051,0,83051,:VecNorm,189126,189126,1,0,123615,121058,:121058:123615,--:VecNorm
6667145112,6667189703,44591,0,44591,:VecTDot,189126,189126,1,0,123616,121058,:121058:123616,--:VecTDot
6667190213,6667203033,12820,0,12820,:VecAYPX,189126,189126,1,0,123617,121058,:121058:123617,--:VecAYPX
6667203463,6667214133,10670,0,10670,:MatMult,189126,189126,1,0,123618,121058,:121058:123618,--:MatMult
6667214403,6667423206,208803,0,208803,:VecTDot,189126,189126,1,0,123619,121058,:121058:123619,--:VecTDot
6667423946,6667431736,7790,0,7790,:VecAXPY,189126,189126,1,0,123620,121058,:121058:123620,--:VecAXPY
6667432026,6667436966,4940,0,4940,:VecAXPY,189126,189126,1,0,123621,121058,:121058:123621,--:VecAXPY
6667437506,6667447276,9770,9260,510,:PCApply,189126,189126,1,1,123622,121058,:121058:123622,--:PCApply
6667437846,6667447106,9260,8280,980,:VecPointwiseMult,189126,189126,2,1,123623,123622,:121058:123622:123623,----:VecPointwiseMult
6667438506,6667446786,8280,0,8280,CCCL:thrust::transform,189126,189126,3,0,123624,123623,:121058:123622:123623:123624,------CCCL:thrust::transform
6667447696,6667533638,85942,0,85942,:VecNorm,189126,189126,1,0,123625,121058,:121058:123625,--:VecNorm
6667534488,6667580478,45990,0,45990,:VecTDot,189126,189126,1,0,123626,121058,:121058:123626,--:VecTDot
6667580898,6667590839,9941,0,9941,:VecAYPX,189126,189126,1,0,123627,121058,:121058:123627,--:VecAYPX
6667591319,6667602059,10740,0,10740,:MatMult,189126,189126,1,0,123628,121058,:121058:123628,--:MatMult
6667602489,6667804532,202043,0,202043,:VecTDot,189126,189126,1,0,123629,121058,:121058:123629,--:VecTDot
6667804932,6667810232,5300,0,5300,:VecAXPY,189126,189126,1,0,123630,121058,:121058:123630,--:VecAXPY
6667810612,6667817632,7020,0,7020,:VecAXPY,189126,189126,1,0,123631,121058,:121058:123631,--:VecAXPY
6667818042,6667827592,9550,8930,620,:PCApply,189126,189126,1,1,123632,121058,:121058:123632,--:PCApply
6667818362,6667827292,8930,7940,990,:VecPointwiseMult,189126,189126,2,1,123633,123632,:121058:123632:123633,----:VecPointwiseMult
6667819012,6667826952,7940,0,7940,CCCL:thrust::transform,189126,189126,3,0,123634,123633,:121058:123632:123633:123634,------CCCL:thrust::transform
6667828122,6667910633,82511,0,82511,:VecNorm,189126,189126,1,0,123635,121058,:121058:123635,--:VecNorm
6667911333,6667955764,44431,0,44431,:VecTDot,189126,189126,1,0,123636,121058,:121058:123636,--:VecTDot
6667956264,6667966434,10170,0,10170,:VecAYPX,189126,189126,1,0,123637,121058,:121058:123637,--:VecAYPX
6667966744,6667977294,10550,0,10550,:MatMult,189126,189126,1,0,123638,121058,:121058:123638,--:MatMult
6667977694,6668181367,203673,0,203673,:VecTDot,189126,189126,1,0,123639,121058,:121058:123639,--:VecTDot
6668181917,6668187328,5411,0,5411,:VecAXPY,189126,189126,1,0,123640,121058,:121058:123640,--:VecAXPY
6668187718,6668192528,4810,0,4810,:VecAXPY,189126,189126,1,0,123641,121058,:121058:123641,--:VecAXPY
6668193038,6668202228,9190,8710,480,:PCApply,189126,189126,1,1,123642,121058,:121058:123642,--:PCApply
6668193338,6668202048,8710,7720,990,:VecPointwiseMult,189126,189126,2,1,123643,123642,:121058:123642:123643,----:VecPointwiseMult
6668193988,6668201708,7720,0,7720,CCCL:thrust::transform,189126,189126,3,0,123644,123643,:121058:123642:123643:123644,------CCCL:thrust::transform
6668202548,6668284969,82421,0,82421,:VecNorm,189126,189126,1,0,123645,121058,:121058:123645,--:VecNorm
6668285709,6668329320,43611,0,43611,:VecTDot,189126,189126,1,0,123646,121058,:121058:123646,--:VecTDot
6668329840,6668342990,13150,0,13150,:VecAYPX,189126,189126,1,0,123647,121058,:121058:123647,--:VecAYPX
6668343460,6668354050,10590,0,10590,:MatMult,189126,189126,1,0,123648,121058,:121058:123648,--:MatMult
6668354480,6668556813,202333,0,202333,:VecTDot,189126,189126,1,0,123649,121058,:121058:123649,--:VecTDot
6668557503,6668564833,7330,0,7330,:VecAXPY,189126,189126,1,0,123650,121058,:121058:123650,--:VecAXPY
6668565213,6668570263,5050,0,5050,:VecAXPY,189126,189126,1,0,123651,121058,:121058:123651,--:VecAXPY
6668570803,6668580933,10130,9270,860,:PCApply,189126,189126,1,1,123652,121058,:121058:123652,--:PCApply
6668571383,6668580653,9270,8280,990,:VecPointwiseMult,189126,189126,2,1,123653,123652,:121058:123652:123653,----:VecPointwiseMult
6668572073,6668580353,8280,0,8280,CCCL:thrust::transform,189126,189126,3,0,123654,123653,:121058:123652:123653:123654,------CCCL:thrust::transform
6668581413,6668669195,87782,0,87782,:VecNorm,189126,189126,1,0,123655,121058,:121058:123655,--:VecNorm
6668669995,6668715826,45831,0,45831,:VecTDot,189126,189126,1,0,123656,121058,:121058:123656,--:VecTDot
6668716426,6668726816,10390,0,10390,:VecAYPX,189126,189126,1,0,123657,121058,:121058:123657,--:VecAYPX
6668727276,6668738466,11190,0,11190,:MatMult,189126,189126,1,0,123658,121058,:121058:123658,--:MatMult
6668738896,6668939309,200413,0,200413,:VecTDot,189126,189126,1,0,123659,121058,:121058:123659,--:VecTDot
6668939849,6668945449,5600,0,5600,:VecAXPY,189126,189126,1,0,123660,121058,:121058:123660,--:VecAXPY
6668945809,6668954079,8270,0,8270,:VecAXPY,189126,189126,1,0,123661,121058,:121058:123661,--:VecAXPY
6668954699,6668964269,9570,8840,730,:PCApply,189126,189126,1,1,123662,121058,:121058:123662,--:PCApply
6668955249,6668964089,8840,7900,940,:VecPointwiseMult,189126,189126,2,1,123663,123662,:121058:123662:123663,----:VecPointwiseMult
6668955899,6668963799,7900,0,7900,CCCL:thrust::transform,189126,189126,3,0,123664,123663,:121058:123662:123663:123664,------CCCL:thrust::transform
6668964609,6669047690,83081,0,83081,:VecNorm,189126,189126,1,0,123665,121058,:121058:123665,--:VecNorm
6669048451,6669092661,44210,0,44210,:VecTDot,189126,189126,1,0,123666,121058,:121058:123666,--:VecTDot
6669093171,6669103821,10650,0,10650,:VecAYPX,189126,189126,1,0,123667,121058,:121058:123667,--:VecAYPX
6669104261,6669114892,10631,0,10631,:MatMult,189126,189126,1,0,123668,121058,:121058:123668,--:MatMult
6669115182,6669315195,200013,0,200013,:VecTDot,189126,189126,1,0,123669,121058,:121058:123669,--:VecTDot
6669315765,6669321525,5760,0,5760,:VecAXPY,189126,189126,1,0,123670,121058,:121058:123670,--:VecAXPY
6669321885,6669326905,5020,0,5020,:VecAXPY,189126,189126,1,0,123671,121058,:121058:123671,--:VecAXPY
6669327405,6669337305,9900,9060,840,:PCApply,189126,189126,1,1,123672,121058,:121058:123672,--:PCApply
6669327945,6669337005,9060,7960,1100,:VecPointwiseMult,189126,189126,2,1,123673,123672,:121058:123672:123673,----:VecPointwiseMult
6669328635,6669336595,7960,0,7960,CCCL:thrust::transform,189126,189126,3,0,123674,123673,:121058:123672:123673:123674,------CCCL:thrust::transform
6669337745,6669425176,87431,0,87431,:VecNorm,189126,189126,1,0,123675,121058,:121058:123675,--:VecNorm
6669425986,6669474687,48701,0,48701,:VecTDot,189126,189126,1,0,123676,121058,:121058:123676,--:VecTDot
6669475147,6669486107,10960,0,10960,:VecAYPX,189126,189126,1,0,123677,121058,:121058:123677,--:VecAYPX
6669486557,6669497657,11100,0,11100,:MatMult,189126,189126,1,0,123678,121058,:121058:123678,--:MatMult
6669498087,6669701010,202923,0,202923,:VecTDot,189126,189126,1,0,123679,121058,:121058:123679,--:VecTDot
6669701500,6669721321,19821,0,19821,:VecAXPY,189126,189126,1,0,123680,121058,:121058:123680,--:VecAXPY
6669721741,6669726861,5120,0,5120,:VecAXPY,189126,189126,1,0,123681,121058,:121058:123681,--:VecAXPY
6669727341,6669737401,10060,9380,680,:PCApply,189126,189126,1,1,123682,121058,:121058:123682,--:PCApply
6669727831,6669737211,9380,8370,1010,:VecPointwiseMult,189126,189126,2,1,123683,123682,:121058:123682:123683,----:VecPointwiseMult
6669728541,6669736911,8370,0,8370,CCCL:thrust::transform,189126,189126,3,0,123684,123683,:121058:123682:123683:123684,------CCCL:thrust::transform
6669737861,6669823472,85611,0,85611,:VecNorm,189126,189126,1,0,123685,121058,:121058:123685,--:VecNorm
6669824242,6669869663,45421,0,45421,:VecTDot,189126,189126,1,0,123686,121058,:121058:123686,--:VecTDot
6669870183,6669880453,10270,0,10270,:VecAYPX,189126,189126,1,0,123687,121058,:121058:123687,--:VecAYPX
6669880803,6669891663,10860,0,10860,:MatMult,189126,189126,1,0,123688,121058,:121058:123688,--:MatMult
6669892083,6670094286,202203,0,202203,:VecTDot,189126,189126,1,0,123689,121058,:121058:123689,--:VecTDot
6670094806,6670102626,7820,0,7820,:VecAXPY,189126,189126,1,0,123690,121058,:121058:123690,--:VecAXPY
6670103016,6670108466,5450,0,5450,:VecAXPY,189126,189126,1,0,123691,121058,:121058:123691,--:VecAXPY
6670108846,6670118637,9791,8921,870,:PCApply,189126,189126,1,1,123692,121058,:121058:123692,--:PCApply
6670109416,6670118337,8921,7761,1160,:VecPointwiseMult,189126,189126,2,1,123693,123692,:121058:123692:123693,----:VecPointwiseMult
6670110186,6670117947,7761,0,7761,CCCL:thrust::transform,189126,189126,3,0,123694,123693,:121058:123692:123693:123694,------CCCL:thrust::transform
6670119127,6670202028,82901,0,82901,:VecNorm,189126,189126,1,0,123695,121058,:121058:123695,--:VecNorm
6670202648,6670245379,42731,0,42731,:VecTDot,189126,189126,1,0,123696,121058,:121058:123696,--:VecTDot
6670245779,6670255809,10030,0,10030,:VecAYPX,189126,189126,1,0,123697,121058,:121058:123697,--:VecAYPX
6670256289,6670270599,14310,0,14310,:MatMult,189126,189126,1,0,123698,121058,:121058:123698,--:MatMult
6670270989,6670472922,201933,0,201933,:VecTDot,189126,189126,1,0,123699,121058,:121058:123699,--:VecTDot
6670473552,6670479972,6420,0,6420,:VecAXPY,189126,189126,1,0,123700,121058,:121058:123700,--:VecAXPY
6670480352,6670485412,5060,0,5060,:VecAXPY,189126,189126,1,0,123701,121058,:121058:123701,--:VecAXPY
6670485962,6670496012,10050,9160,890,:PCApply,189126,189126,1,1,123702,121058,:121058:123702,--:PCApply
6670486562,6670495722,9160,8100,1060,:VecPointwiseMult,189126,189126,2,1,123703,123702,:121058:123702:123703,----:VecPointwiseMult
6670487292,6670495392,8100,0,8100,CCCL:thrust::transform,189126,189126,3,0,123704,123703,:121058:123702:123703:123704,------CCCL:thrust::transform
6670496442,6670579064,82622,0,82622,:VecNorm,189126,189126,1,0,123705,121058,:121058:123705,--:VecNorm
6670579694,6670638974,59280,0,59280,:VecTDot,189126,189126,1,0,123706,121058,:121058:123706,--:VecTDot
6670639464,6670649815,10351,0,10351,:VecAYPX,189126,189126,1,0,123707,121058,:121058:123707,--:VecAYPX
6670650265,6670661135,10870,0,10870,:MatMult,189126,189126,1,0,123708,121058,:121058:123708,--:MatMult
6670661555,6670864678,203123,0,203123,:VecTDot,189126,189126,1,0,123709,121058,:121058:123709,--:VecTDot
6670865208,6670870948,5740,0,5740,:VecAXPY,189126,189126,1,0,123710,121058,:121058:123710,--:VecAXPY
6670871318,6670876278,4960,0,4960,:VecAXPY,189126,189126,1,0,123711,121058,:121058:123711,--:VecAXPY
6670876808,6670886698,9890,9000,890,:PCApply,189126,189126,1,1,123712,121058,:121058:123712,--:PCApply
6670877388,6670886388,9000,7950,1050,:VecPointwiseMult,189126,189126,2,1,123713,123712,:121058:123712:123713,----:VecPointwiseMult
6670878038,6670885988,7950,0,7950,CCCL:thrust::transform,189126,189126,3,0,123714,123713,:121058:123712:123713:123714,------CCCL:thrust::transform
6670887148,6670967939,80791,0,80791,:VecNorm,189126,189126,1,0,123715,121058,:121058:123715,--:VecNorm
6670968729,6671014810,46081,0,46081,:VecTDot,189126,189126,1,0,123716,121058,:121058:123716,--:VecTDot
6671015420,6671026120,10700,0,10700,:VecAYPX,189126,189126,1,0,123717,121058,:121058:123717,--:VecAYPX
6671026450,6671037390,10940,0,10940,:MatMult,189126,189126,1,0,123718,121058,:121058:123718,--:MatMult
6671037650,6671241934,204284,0,204284,:VecTDot,189126,189126,1,0,123719,121058,:121058:123719,--:VecTDot
6671242504,6671248384,5880,0,5880,:VecAXPY,189126,189126,1,0,123720,121058,:121058:123720,--:VecAXPY
6671248784,6671253744,4960,0,4960,:VecAXPY,189126,189126,1,0,123721,121058,:121058:123721,--:VecAXPY
6671254304,6671264804,10500,9560,940,:PCApply,189126,189126,1,1,123722,121058,:121058:123722,--:PCApply
6671254924,6671264484,9560,8380,1180,:VecPointwiseMult,189126,189126,2,1,123723,123722,:121058:123722:123723,----:VecPointwiseMult
6671255694,6671264074,8380,0,8380,CCCL:thrust::transform,189126,189126,3,0,123724,123723,:121058:123722:123723:123724,------CCCL:thrust::transform
6671265304,6671346655,81351,0,81351,:VecNorm,189126,189126,1,0,123725,121058,:121058:123725,--:VecNorm
6671347345,6671392616,45271,0,45271,:VecTDot,189126,189126,1,0,123726,121058,:121058:123726,--:VecTDot
6671393146,6671403156,10010,0,10010,:VecAYPX,189126,189126,1,0,123727,121058,:121058:123727,--:VecAYPX
6671403606,6671427336,23730,0,23730,:MatMult,189126,189126,1,0,123728,121058,:121058:123728,--:MatMult
6671427726,6671622039,194313,0,194313,:VecTDot,189126,189126,1,0,123729,121058,:121058:123729,--:VecTDot
6671622629,6671628549,5920,0,5920,:VecAXPY,189126,189126,1,0,123730,121058,:121058:123730,--:VecAXPY
6671628919,6671633869,4950,0,4950,:VecAXPY,189126,189126,1,0,123731,121058,:121058:123731,--:VecAXPY
6671634409,6671648840,14431,13551,880,:PCApply,189126,189126,1,1,123732,121058,:121058:123732,--:PCApply
6671634959,6671648510,13551,12451,1100,:VecPointwiseMult,189126,189126,2,1,123733,123732,:121058:123732:123733,----:VecPointwiseMult
6671635599,6671648050,12451,0,12451,CCCL:thrust::transform,189126,189126,3,0,123734,123733,:121058:123732:123733:123734,------CCCL:thrust::transform
6671649420,6671734381,84961,0,84961,:VecNorm,189126,189126,1,0,123735,121058,:121058:123735,--:VecNorm
6671735441,6671782272,46831,0,46831,:VecTDot,189126,189126,1,0,123736,121058,:121058:123736,--:VecTDot
6671783022,6671793412,10390,0,10390,:VecAYPX,189126,189126,1,0,123737,121058,:121058:123737,--:VecAYPX
6671793852,6671804932,11080,0,11080,:MatMult,189126,189126,1,0,123738,121058,:121058:123738,--:MatMult
6671805312,6672007435,202123,0,202123,:VecTDot,189126,189126,1,0,123739,121058,:121058:123739,--:VecTDot
6672007975,6672014055,6080,0,6080,:VecAXPY,189126,189126,1,0,123740,121058,:121058:123740,--:VecAXPY
6672014405,6672019315,4910,0,4910,:VecAXPY,189126,189126,1,0,123741,121058,:121058:123741,--:VecAXPY
6672019865,6672029655,9790,8980,810,:PCApply,189126,189126,1,1,123742,121058,:121058:123742,--:PCApply
6672020385,6672029365,8980,7790,1190,:VecPointwiseMult,189126,189126,2,1,123743,123742,:121058:123742:123743,----:VecPointwiseMult
6672021155,6672028945,7790,0,7790,CCCL:thrust::transform,189126,189126,3,0,123744,123743,:121058:123742:123743:123744,------CCCL:thrust::transform
6672030125,6672127357,97232,0,97232,:VecNorm,189126,189126,1,0,123745,121058,:121058:123745,--:VecNorm
6672128047,6672174688,46641,0,46641,:VecTDot,189126,189126,1,0,123746,121058,:121058:123746,--:VecTDot
6672175228,6672185738,10510,0,10510,:VecAYPX,189126,189126,1,0,123747,121058,:121058:123747,--:VecAYPX
6672186208,6672196908,10700,0,10700,:MatMult,189126,189126,1,0,123748,121058,:121058:123748,--:MatMult
6672197318,6672402201,204883,0,204883,:VecTDot,189126,189126,1,0,123749,121058,:121058:123749,--:VecTDot
6672402751,6672417481,14730,0,14730,:VecAXPY,189126,189126,1,0,123750,121058,:121058:123750,--:VecAXPY
6672417871,6672423101,5230,0,5230,:VecAXPY,189126,189126,1,0,123751,121058,:121058:123751,--:VecAXPY
6672423551,6672433911,10360,9490,870,:PCApply,189126,189126,1,1,123752,121058,:121058:123752,--:PCApply
6672424121,6672433611,9490,8420,1070,:VecPointwiseMult,189126,189126,2,1,123753,123752,:121058:123752:123753,----:VecPointwiseMult
6672424801,6672433221,8420,0,8420,CCCL:thrust::transform,189126,189126,3,0,123754,123753,:121058:123752:123753:123754,------CCCL:thrust::transform
6672434442,6672519743,85301,0,85301,:VecNorm,189126,189126,1,0,123755,121058,:121058:123755,--:VecNorm
6672520413,6672565653,45240,0,45240,:VecTDot,189126,189126,1,0,123756,121058,:121058:123756,--:VecTDot
6672566053,6672578654,12601,0,12601,:VecAYPX,189126,189126,1,0,123757,121058,:121058:123757,--:VecAYPX
6672579004,6672589834,10830,0,10830,:MatMult,189126,189126,1,0,123758,121058,:121058:123758,--:MatMult
6672590254,6672783107,192853,0,192853,:VecTDot,189126,189126,1,0,123759,121058,:121058:123759,--:VecTDot
6672783637,6672789177,5540,0,5540,:VecAXPY,189126,189126,1,0,123760,121058,:121058:123760,--:VecAXPY
6672789537,6672794407,4870,0,4870,:VecAXPY,189126,189126,1,0,123761,121058,:121058:123761,--:VecAXPY
6672794937,6672804017,9080,8510,570,:PCApply,189126,189126,1,1,123762,121058,:121058:123762,--:PCApply
6672795337,6672803847,8510,7620,890,:VecPointwiseMult,189126,189126,2,1,123763,123762,:121058:123762:123763,----:VecPointwiseMult
6672795927,6672803547,7620,0,7620,CCCL:thrust::transform,189126,189126,3,0,123764,123763,:121058:123762:123763:123764,------CCCL:thrust::transform
6672804367,6672887978,83611,0,83611,:VecNorm,189126,189126,1,0,123765,121058,:121058:123765,--:VecNorm
6672888698,6672937029,48331,0,48331,:VecTDot,189126,189126,1,0,123766,121058,:121058:123766,--:VecTDot
6672937559,6672947629,10070,0,10070,:VecAYPX,189126,189126,1,0,123767,121058,:121058:123767,--:VecAYPX
6672948069,6672958689,10620,0,10620,:MatMult,189126,189126,1,0,123768,121058,:121058:123768,--:MatMult
6672959079,6673162222,203143,0,203143,:VecTDot,189126,189126,1,0,123769,121058,:121058:123769,--:VecTDot
6673162762,6673168403,5641,0,5641,:VecAXPY,189126,189126,1,0,123770,121058,:121058:123770,--:VecAXPY
6673168763,6673174173,5410,0,5410,:VecAXPY,189126,189126,1,0,123771,121058,:121058:123771,--:VecAXPY
6673174693,6673186623,11930,11080,850,:PCApply,189126,189126,1,1,123772,121058,:121058:123772,--:PCApply
6673175203,6673186283,11080,10050,1030,:VecPointwiseMult,189126,189126,2,1,123773,123772,:121058:123772:123773,----:VecPointwiseMult
6673175803,6673185853,10050,0,10050,CCCL:thrust::transform,189126,189126,3,0,123774,123773,:121058:123772:123773:123774,------CCCL:thrust::transform
6673187083,6673270204,83121,0,83121,:VecNorm,189126,189126,1,0,123775,121058,:121058:123775,--:VecNorm
6673270844,6673326245,55401,0,55401,:VecTDot,189126,189126,1,0,123776,121058,:121058:123776,--:VecTDot
6673326855,6673338235,11380,0,11380,:VecAYPX,189126,189126,1,0,123777,121058,:121058:123777,--:VecAYPX
6673338685,6673349875,11190,0,11190,:MatMult,189126,189126,1,0,123778,121058,:121058:123778,--:MatMult
6673350265,6673555418,205153,0,205153,:VecTDot,189126,189126,1,0,123779,121058,:121058:123779,--:VecTDot
6673555968,6673562508,6540,0,6540,:VecAXPY,189126,189126,1,0,123780,121058,:121058:123780,--:VecAXPY
6673562918,6673567879,4961,0,4961,:VecAXPY,189126,189126,1,0,123781,121058,:121058:123781,--:VecAXPY
6673568509,6673578869,10360,9470,890,:PCApply,189126,189126,1,1,123782,121058,:121058:123782,--:PCApply
6673569079,6673578549,9470,8250,1220,:VecPointwiseMult,189126,189126,2,1,123783,123782,:121058:123782:123783,----:VecPointwiseMult
6673569819,6673578069,8250,0,8250,CCCL:thrust::transform,189126,189126,3,0,123784,123783,:121058:123782:123783:123784,------CCCL:thrust::transform
6673579379,6673664210,84831,0,84831,:VecNorm,189126,189126,1,0,123785,121058,:121058:123785,--:VecNorm
6673665040,6673711061,46021,0,46021,:VecTDot,189126,189126,1,0,123786,121058,:121058:123786,--:VecTDot
6673711551,6673724231,12680,0,12680,:VecAYPX,189126,189126,1,0,123787,121058,:121058:123787,--:VecAYPX
